1000 10000
210 201 64
75 69 89
953 321 26
627 510 6
192 662 44
913 306 39
875 849 15
103 610 80
626 420 26
825 714 83
20 830 25
299 862 13
293 457 64
451 688 1
175 422 1
798 313 20
295 548 49
40 324 40
163 516 21
936 441 93
483 268 76
192 833 73
293 155 15
99 598 11
752 632 60
176 237 52
404 704 13
782 68 88
479 21 20
617 709 27
894 318 83
546 325 92
372 925 76
568 395 24
932 895 61
56 324 44
923 888 22
434 661 67
854 65 14
542 561 16
543 165 81
179 206 9
854 937 89
429 895 39
654 379 25
485 367 80
411 180 56
618 433 75
649 324 85
347 45 90
849 811 58
351 130 2
784 664 38
489 448 14
528 917 6
897 475 79
792 319 83
893 263 57
276 245 39
724 406 45
0 949 35
257 900 50
322 910 19
963 899 48
75 800 28
232 546 16
766 273 65
350 188 73
482 229 7
271 227 42
659 240 74
348 271 67
731 15 94
208 281 7
655 782 14
654 221 40
228 281 43
209 153 62
494 353 12
391 0 26
345 535 88
310 535 53
146 430 52
901 515 12
51 217 51
86 36 7
411 690 87
437 919 19
848 930 19
785 975 62
974 973 13
268 626 23
912 501 75
923 695 1
500 699 13
490 674 26
423 244 69
761 406 48
969 191 44
285 691 91
418 146 36
880 631 65
95 252 97
40 211 45
507 28 79
10 409 81
214 858 48
114 358 19
504 674 31
641 264 34
247 196 22
823 864 72
777 167 39
992 791 51
995 383 54
674 616 85
202 713 7
632 469 74
840 592 74
496 178 68
819 403 54
973 448 29
293 983 58
167 817 7
527 475 49
25 747 83
479 847 79
118 231 16
468 614 95
660 21 42
463 129 76
834 321 4
219 556 10
697 849 97
651 347 27
597 65 15
248 361 93
816 670 41
376 270 67
352 286 0
750 916 64
568 621 18
269 938 12
434 108 46
243 14 62
932 120 66
992 382 71
213 799 67
482 102 95
183 538 95
672 212 17
392 511 37
48 747 23
626 996 11
443 971 94
510 296 20
371 831 57
759 921 54
130 259 45
856 744 25
556 697 59
400 151 91
842 86 97
961 259 92
792 593 98
591 487 68
81 628 97
756 101 56
744 573 80
435 528 7
116 420 43
310 361 39
769 946 45
852 979 14
756 87 64
963 597 0
655 229 65
739 741 87
547 462 80
799 939 22
558 22 7
280 481 10
881 219 90
438 299 91
433 536 0
678 785 27
176 235 33
509 663 35
312 68 45
580 158 99
943 856 1
921 52 38
887 960 68
159 441 38
885 209 17
140 508 18
290 79 71
30 665 33
173 81 79
562 818 54
112 30 87
539 506 87
683 224 8
388 711 3
739 770 40
366 934 93
138 898 19
867 69 49
812 937 77
607 295 91
602 621 90
377 974 18
988 100 59
740 131 23
581 212 42
591 382 10
839 955 91
571 142 68
316 58 20
578 113 33
441 821 67
298 686 26
225 979 28
699 108 98
129 562 90
283 529 20
316 852 77
829 264 90
848 332 35
616 469 95
802 88 40
331 886 53
777 56 83
951 720 60
789 947 17
861 849 66
628 724 96
224 417 50
3 636 8
92 880 37
349 824 24
422 265 3
685 826 61
160 386 29
247 620 96
595 496 50
692 963 90
84 584 72
242 938 78
90 977 44
780 801 12
929 414 46
916 671 72
495 183 27
941 410 31
269 456 13
590 478 10
448 308 87
148 666 24
183 63 39
131 677 38
973 388 88
489 0 30
915 251 19
472 131 44
548 305 86
373 66 23
706 520 20
657 262 28
432 155 62
686 290 90
798 962 38
766 212 37
20 990 59
485 974 68
415 746 16
415 126 27
841 187 84
428 955 66
880 110 35
280 875 89
606 520 72
644 754 89
117 935 82
471 664 81
134 297 57
718 461 18
556 90 0
570 777 96
123 420 75
225 39 31
613 954 22
17 226 85
339 458 75
755 898 48
883 241 65
437 939 3
203 907 18
128 547 90
846 640 72
971 510 10
845 528 17
682 515 43
953 207 76
394 530 96
532 686 50
249 811 13
241 830 18
34 165 57
537 36 1
407 712 86
188 171 55
250 881 96
704 844 57
186 919 30
891 413 79
721 898 21
186 576 86
489 143 17
176 178 24
319 908 98
290 917 29
613 554 49
741 288 77
128 513 91
936 954 62
857 442 82
903 799 26
794 314 72
287 987 25
165 341 73
422 341 18
101 605 25
863 733 5
595 349 8
179 94 57
806 90 26
76 206 48
513 992 17
882 622 68
495 844 2
47 690 87
527 24 49
824 607 88
733 241 46
122 736 48
279 539 99
293 596 25
155 233 36
357 257 61
973 974 94
2 80 98
84 646 85
134 945 10
963 375 29
698 756 19
376 346 84
711 601 14
678 59 5
241 853 5
846 604 27
547 898 20
143 312 46
33 744 46
71 320 62
650 428 27
319 742 9
684 951 44
174 164 74
688 709 51
774 329 44
307 439 69
356 768 84
288 60 31
94 137 33
407 997 24
460 113 30
979 526 74
420 114 57
944 128 88
817 322 34
765 179 14
890 745 36
981 792 84
922 431 56
862 290 9
457 326 36
236 835 36
807 414 12
446 24 64
65 734 46
656 90 23
564 766 1
275 362 81
953 395 5
126 681 71
532 80 16
552 499 87
157 946 40
721 341 27
92 200 27
308 894 59
441 236 58
526 277 13
340 239 27
724 812 51
504 321 2
554 123 75
610 375 89
760 13 23
931 698 68
293 624 47
897 573 89
882 841 4
846 453 3
143 511 56
93 325 99
762 777 7
705 662 81
425 981 24
695 672 50
718 169 99
146 554 51
129 739 29
836 996 44
47 278 50
71 508 87
651 182 14
329 851 12
551 420 35
780 709 80
952 839 83
932 675 3
313 106 91
414 549 70
969 694 78
139 326 63
316 564 14
50 880 20
850 370 78
932 458 54
283 619 52
882 394 67
843 864 25
62 687 14
655 906 51
150 11 31
271 924 39
59 952 38
330 602 16
260 195 68
529 128 92
342 959 49
622 658 3
764 730 3
756 262 54
519 238 94
952 207 38
408 640 10
599 964 11
548 284 57
318 852 72
458 831 55
594 602 65
695 28 18
2 260 9
477 889 37
783 248 73
104 626 79
715 427 30
505 948 90
337 568 22
570 188 50
180 576 24
216 479 67
460 202 47
929 803 16
970 707 60
502 542 81
787 690 7
942 286 85
401 777 57
461 782 57
484 257 91
944 228 3
371 772 59
933 411 94
445 146 63
704 976 9
236 514 6
19 648 2
690 47 47
703 142 72
183 494 58
519 709 64
922 275 84
840 41 55
580 550 77
911 804 70
362 656 9
841 337 1
765 714 11
950 170 38
630 669 33
126 619 21
98 344 19
968 925 66
840 117 15
279 987 97
272 523 51
565 951 6
530 356 93
985 889 75
796 71 75
118 501 68
197 86 55
417 944 90
914 3 53
230 861 58
483 66 64
471 77 96
553 527 5
407 96 83
133 577 72
71 643 48
764 555 33
668 355 39
108 68 75
904 811 97
857 578 86
934 122 84
282 809 27
890 278 29
42 67 42
743 433 13
788 865 29
677 452 61
686 58 64
291 939 43
250 734 93
210 561 28
301 785 19
295 285 90
482 739 43
294 156 28
901 346 20
872 694 13
409 288 20
414 398 97
436 706 52
45 606 28
563 32 55
656 341 0
349 331 90
934 534 65
6 861 55
558 584 57
912 826 10
47 734 89
568 902 17
41 508 84
622 600 57
120 119 63
324 371 89
448 897 28
282 496 89
743 499 23
383 372 85
626 776 22
507 327 69
639 655 7
189 217 23
397 250 35
649 369 69
239 11 71
331 449 4
656 812 35
676 236 97
177 673 71
13 222 92
950 187 77
624 571 67
438 313 46
281 855 64
289 185 18
9 16 58
855 899 34
64 643 59
709 653 83
913 167 51
850 940 73
337 352 78
324 69 2
598 868 14
405 102 18
660 349 98
502 252 26
465 92 55
878 336 65
395 476 52
762 513 28
500 101 76
360 916 54
975 845 57
12 13 6
326 741 39
794 108 75
691 737 79
899 914 16
992 46 29
597 951 65
559 489 96
795 795 43
730 462 84
760 861 48
475 568 69
769 537 18
504 803 51
403 522 26
992 173 25
475 731 58
719 802 31
25 32 97
101 835 39
961 242 57
384 131 92
516 646 5
701 640 80
75 2 1
406 816 35
496 795 34
940 589 75
68 548 24
83 997 64
245 840 96
656 888 21
74 657 14
114 231 30
390 111 29
760 288 28
143 343 69
885 177 51
178 919 32
80 114 72
336 816 58
131 633 80
183 131 51
712 207 41
110 441 97
905 440 77
169 859 72
399 994 5
196 864 20
336 521 66
143 376 95
777 479 66
631 426 74
947 247 11
635 726 90
526 693 66
78 626 43
162 302 0
972 815 76
341 502 48
845 398 89
776 802 58
653 768 3
991 806 32
810 185 99
206 700 68
583 576 8
157 458 55
850 525 37
586 812 39
910 828 52
146 64 18
854 576 91
258 907 47
287 149 57
758 778 14
707 952 44
631 395 76
881 798 10
226 324 83
130 296 28
703 82 93
680 597 76
634 993 3
448 649 43
934 75 96
898 568 80
349 95 4
296 585 80
163 42 88
355 733 68
82 685 86
0 513 96
49 869 62
109 418 26
167 47 22
351 934 17
197 665 68
680 613 87
91 53 37
994 463 68
556 503 81
405 244 58
500 362 38
40 315 17
112 392 38
682 549 77
390 566 20
805 545 77
243 683 41
284 894 54
713 742 9
333 946 71
521 653 10
406 643 3
185 595 12
64 508 49
253 840 44
998 345 99
147 159 19
246 32 26
141 271 48
204 713 54
185 577 46
625 524 54
193 908 41
216 76 5
577 394 32
450 575 31
625 516 96
684 47 30
666 923 96
248 521 56
351 339 74
818 651 41
629 296 24
48 130 16
533 931 6
0 866 15
42 617 33
814 805 75
775 92 68
775 43 36
47 570 6
326 174 85
390 146 61
977 491 34
297 336 10
891 911 99
76 36 57
435 786 59
462 277 15
195 647 79
20 96 63
448 823 94
843 648 46
692 680 68
987 532 8
440 126 96
92 846 61
140 382 39
591 178 13
276 560 46
397 732 42
334 417 4
36 793 45
102 805 17
371 454 10
678 916 3
669 460 49
423 144 79
671 986 65
437 908 52
645 944 22
427 491 34
620 378 28
200 600 43
213 510 63
726 555 58
229 840 79
761 230 45
841 47 46
113 61 98
564 265 83
23 125 6
31 386 23
780 796 49
604 445 3
573 40 36
785 288 98
245 28 56
687 762 96
23 531 52
442 880 37
129 917 4
789 531 18
789 122 72
684 269 7
312 417 87
832 372 68
917 494 55
806 530 51
533 327 60
955 445 53
699 25 43
687 77 40
279 87 3
904 585 50
678 357 13
884 842 11
806 96 73
519 495 59
410 131 70
916 787 89
128 631 20
439 33 73
859 888 19
980 655 55
279 443 96
126 828 22
111 588 17
742 776 1
524 478 20
387 656 40
705 695 54
919 989 19
791 189 49
906 880 67
99 51 62
750 609 73
865 26 57
364 382 51
383 152 19
470 826 74
53 165 34
803 277 21
472 312 21
450 541 43
733 460 55
393 831 70
108 643 33
641 248 22
61 90 90
574 991 18
20 837 53
863 355 89
734 697 99
573 749 67
670 759 59
329 844 95
123 348 3
488 745 44
965 672 16
516 812 95
508 276 17
293 525 84
712 410 58
710 394 40
23 574 62
250 296 9
554 312 51
743 647 88
498 37 45
308 599 2
835 415 13
875 515 31
849 368 63
456 253 16
537 153 98
990 184 44
472 208 34
728 831 84
684 636 28
274 500 64
421 21 1
21 185 71
215 333 46
260 241 17
408 404 58
496 33 2
718 652 86
37 935 82
872 658 0
447 284 81
852 266 40
678 89 8
535 550 46
556 952 42
94 972 8
265 804 94
46 955 94
409 745 66
454 531 94
820 341 38
894 779 61
921 286 58
19 209 65
205 952 63
186 92 92
719 654 33
948 476 45
480 369 75
549 81 78
652 982 54
4 436 92
856 318 98
764 268 54
731 202 27
591 295 78
187 918 99
702 453 27
707 503 35
199 744 1
135 103 62
723 520 90
461 118 53
207 835 56
873 422 36
867 285 57
991 191 60
123 304 80
830 305 12
562 602 88
416 953 43
511 108 30
572 677 1
328 241 61
602 382 27
176 650 44
867 432 9
252 923 39
781 623 15
0 850 8
328 920 35
735 852 50
264 419 5
686 136 11
194 910 52
578 864 67
790 547 28
883 415 36
55 607 51
876 480 82
180 267 44
79 668 81
164 366 78
502 122 94
506 529 81
335 183 75
493 130 92
637 761 14
747 87 61
411 966 77
685 83 57
51 628 27
965 985 54
983 954 76
297 439 9
685 672 19
797 426 65
382 334 13
114 481 98
219 395 4
389 865 49
196 569 71
750 698 52
162 211 51
62 838 65
600 147 29
311 513 65
684 844 95
509 242 10
303 695 99
412 838 17
451 705 20
802 464 3
341 301 62
695 606 37
271 585 35
42 353 79
435 785 22
240 888 7
241 394 64
587 606 26
889 183 76
855 409 40
99 125 5
60 414 8
798 808 12
485 141 11
192 726 59
676 634 37
553 120 56
818 179 74
443 695 63
723 26 72
496 459 87
515 775 70
691 299 55
715 82 43
835 65 88
833 256 85
457 408 14
685 756 27
129 138 95
373 168 69
346 12 50
968 657 39
335 554 21
523 476 33
384 782 94
6 66 62
135 309 79
848 566 74
952 763 52
224 519 20
23 24 25
913 842 43
441 340 5
147 436 76
549 217 79
585 164 3
249 962 7
690 377 68
670 377 62
110 512 30
792 900 58
732 849 68
124 998 82
128 381 48
454 182 77
759 214 7
492 749 11
746 299 86
356 272 79
425 124 37
114 134 33
381 552 69
478 826 51
466 845 67
483 469 90
948 811 31
697 226 86
23 615 36
440 405 99
933 902 91
506 566 97
806 638 10
529 955 41
745 588 31
592 897 19
455 194 42
599 338 24
412 802 27
932 71 28
752 513 1
425 658 91
40 40 52
104 78 56
480 585 15
797 814 82
654 286 91
545 271 56
804 634 43
766 741 23
127 294 70
676 161 6
768 768 7
624 682 20
508 842 99
311 780 92
431 754 64
332 227 79
340 98 1
39 25 33
538 682 32
368 959 12
241 411 76
434 444 33
65 241 80
989 650 26
77 111 48
375 737 17
562 408 48
818 965 10
618 526 32
423 81 15
991 705 87
273 320 4
869 446 71
435 375 16
611 721 10
546 111 22
270 5 72
347 539 97
587 990 21
276 694 91
887 70 40
588 429 3
568 340 21
314 136 22
601 818 80
691 965 68
43 496 91
840 728 6
562 153 5
817 465 72
172 237 38
531 714 98
91 847 91
413 779 40
313 80 60
636 661 15
947 356 62
502 867 0
702 763 84
425 792 1
236 525 54
146 670 63
847 204 84
70 19 56
152 986 26
298 935 36
54 520 8
998 684 27
105 891 21
49 111 13
726 869 89
429 231 74
86 980 89
364 455 80
179 858 40
970 10 8
14 879 65
852 830 38
603 600 5
910 399 68
235 271 33
328 875 12
424 24 20
185 153 39
173 453 10
89 849 49
422 277 33
318 933 99
126 506 24
59 226 22
391 470 97
354 482 99
829 240 41
467 276 79
538 573 82
840 345 56
923 539 10
923 264 98
63 240 62
893 470 93
203 904 37
230 876 9
35 232 13
752 624 21
390 73 24
665 901 53
678 83 88
15 498 72
323 414 77
531 779 44
916 227 23
327 982 54
353 216 3
447 39 32
600 427 98
955 690 30
113 442 20
80 344 13
852 741 54
760 366 93
252 552 95
40 367 18
830 107 37
20 729 42
68 539 25
443 394 76
454 488 67
334 480 50
497 221 52
876 607 42
612 666 57
206 70 84
934 799 85
219 240 98
931 351 20
740 896 53
500 402 20
188 363 24
914 471 79
99 163 63
136 775 14
256 842 75
723 961 23
929 704 76
74 431 46
839 886 71
705 917 96
200 52 70
248 75 74
689 819 77
914 476 56
765 874 95
16 308 67
772 59 36
437 895 7
39 126 14
396 216 46
156 985 80
940 442 58
37 810 54
723 373 17
73 785 65
573 843 42
254 727 59
989 167 72
756 267 16
875 846 4
936 803 74
924 12 42
244 541 0
581 755 80
99 204 69
487 744 55
789 831 2
977 406 67
737 896 78
660 662 74
278 807 5
771 685 94
481 405 41
532 499 93
928 863 13
598 556 32
534 977 79
441 159 6
181 121 45
281 236 95
293 819 10
597 410 20
42 963 97
926 131 92
992 387 72
881 674 30
283 377 63
699 327 68
550 655 6
774 44 99
141 791 10
983 36 56
805 662 11
892 477 37
526 288 27
850 966 84
147 351 15
232 309 64
389 771 9
694 70 88
656 598 94
581 894 88
584 874 55
617 432 87
72 436 54
111 14 44
968 347 10
932 352 62
489 174 90
718 467 46
119 643 76
687 781 28
567 743 86
576 840 25
155 452 23
511 459 68
663 693 39
743 598 82
725 861 63
645 410 36
325 412 77
657 450 1
682 562 91
699 6 90
832 109 41
802 472 35
564 961 45
207 253 78
148 617 86
408 589 74
380 999 82
121 798 81
523 532 45
21 918 29
780 364 82
35 443 21
975 432 70
533 248 9
563 335 97
791 196 93
284 414 7
587 397 94
84 436 61
308 278 52
129 183 95
188 327 66
165 660 14
265 474 79
155 298 93
156 90 63
600 684 52
432 498 78
610 807 92
710 539 97
350 492 52
552 685 52
391 719 3
373 794 55
322 494 23
33 823 69
799 534 45
839 593 81
587 573 94
813 967 69
879 874 68
606 708 79
181 814 64
497 770 72
277 931 7
758 903 96
485 653 85
309 644 24
501 398 3
354 352 72
935 753 72
349 313 18
212 879 70
885 988 75
214 998 20
413 582 98
278 711 66
924 771 60
988 872 77
567 507 4
125 681 87
64 402 47
522 433 28
522 203 97
124 976 59
82 774 6
80 192 92
136 375 1
98 876 49
985 759 84
63 360 60
194 590 16
927 269 79
714 717 16
744 30 66
464 408 42
391 692 34
222 509 21
764 319 66
137 718 45
876 594 15
546 471 65
604 598 25
741 181 77
773 531 12
37 326 34
71 552 3
169 449 82
757 425 65
332 248 95
965 55 13
249 709 69
759 559 11
788 125 88
722 71 26
596 254 17
867 730 99
324 648 2
206 119 24
472 979 30
358 856 47
75 273 42
289 298 95
173 42 70
499 792 94
53 103 32
156 441 42
44 553 69
661 459 28
870 900 10
871 359 81
767 800 84
340 854 51
701 748 97
919 762 9
50 197 47
883 850 84
47 118 85
321 447 17
236 452 62
65 911 99
631 493 46
956 945 21
276 73 24
411 527 80
352 342 24
86 415 35
647 17 90
978 949 23
607 150 89
486 296 10
517 266 27
836 200 74
152 143 63
752 763 94
230 171 98
426 701 74
102 265 73
936 130 97
401 612 26
458 393 72
166 486 68
43 52 35
939 532 93
418 54 53
537 441 86
871 403 75
804 438 81
233 410 12
798 469 54
626 534 15
822 231 62
901 249 89
95 239 2
62 387 62
7 102 17
937 186 5
681 414 13
194 235 48
976 340 84
989 878 91
580 374 21
313 360 34
313 777 33
817 145 16
124 825 16
526 871 69
769 994 72
847 522 10
443 614 6
590 413 14
530 580 52
820 540 77
842 0 42
550 611 95
365 39 65
438 383 16
332 987 62
204 841 18
578 842 69
247 763 29
34 312 25
133 751 9
396 258 19
19 381 15
822 174 96
882 161 77
252 85 39
110 514 81
375 631 12
222 190 52
629 507 5
762 115 70
132 88 75
969 292 38
905 577 83
576 792 19
358 3 75
531 749 19
400 598 72
401 826 88
14 979 1
459 744 9
971 174 17
760 454 52
961 599 27
872 356 19
146 428 83
328 571 41
347 128 74
55 701 65
800 923 16
498 405 40
549 15 18
339 620 65
601 492 55
897 14 87
960 236 75
921 842 94
990 367 74
91 600 72
873 380 38
565 535 28
711 274 72
32 942 5
147 702 96
704 435 27
761 736 16
465 937 31
399 127 76
173 440 83
684 771 94
620 130 55
242 307 66
717 139 39
30 831 93
389 655 51
6 375 62
73 875 30
161 181 21
918 599 91
968 407 40
495 525 96
125 105 86
234 305 17
867 407 39
145 128 59
132 726 14
762 319 9
948 253 72
942 289 46
922 176 25
326 66 88
876 402 11
624 313 53
53 617 41
750 240 18
949 354 22
821 785 38
858 248 18
581 856 89
807 687 71
818 148 51
141 580 85
231 586 94
38 339 42
841 913 77
765 818 40
452 398 18
262 592 88
946 549 60
730 776 12
771 626 75
503 731 73
626 321 48
989 479 18
691 590 37
456 581 35
875 927 82
4 561 56
836 649 43
745 623 4
766 339 64
681 861 8
645 214 91
811 553 6
760 798 48
381 610 47
855 486 21
282 178 30
963 324 65
637 500 51
195 601 42
247 521 61
657 406 37
517 190 85
389 285 72
856 168 57
386 902 99
129 448 68
461 625 51
620 141 72
942 826 96
317 354 95
46 58 59
2 625 49
809 470 2
466 290 52
720 326 29
349 364 15
957 353 57
246 176 64
5 57 7
133 35 57
245 854 90
896 277 73
161 733 49
896 271 49
28 215 62
650 880 39
589 995 70
256 722 51
889 180 46
186 841 32
413 10 42
578 220 50
250 624 74
570 129 90
475 654 68
446 437 23
80 996 92
875 453 88
988 294 42
791 591 48
9 157 18
37 103 12
748 14 21
144 878 28
770 994 83
66 650 26
825 266 32
995 982 3
614 809 84
963 736 7
8 883 77
120 715 27
782 866 57
388 14 67
136 968 81
935 833 88
90 914 46
422 210 60
768 844 4
155 386 42
716 529 35
115 640 70
390 923 76
148 457 25
584 351 43
223 701 69
943 374 23
910 709 0
429 795 88
948 932 4
329 858 44
794 453 22
221 88 69
634 369 9
480 566 15
436 514 84
0 339 10
131 781 36
326 17 58
622 809 63
436 30 28
30 97 86
648 898 88
639 344 37
602 753 13
929 769 62
854 572 69
466 226 95
168 227 92
167 610 27
336 116 65
952 598 7
929 850 63
184 294 0
99 279 0
514 969 93
256 469 56
671 895 91
650 844 91
369 238 63
73 578 16
693 3 77
924 20 88
487 154 32
867 405 69
795 641 76
957 585 80
194 518 70
207 568 16
507 648 59
206 283 37
359 834 50
445 540 37
193 964 20
800 388 86
590 107 15
24 285 15
108 375 1
390 245 34
879 186 22
321 338 39
231 678 28
383 449 98
521 487 67
373 206 2
63 213 84
282 7 63
168 50 33
889 201 23
907 606 41
375 924 54
542 73 98
452 966 75
153 334 92
345 401 25
194 275 74
584 274 45
479 470 87
52 676 46
941 951 87
789 557 71
524 356 30
18 951 38
330 752 20
381 223 86
356 948 86
306 650 89
985 371 13
373 415 26
934 111 33
230 198 31
441 798 39
399 109 53
536 627 1
433 398 19
539 238 52
279 812 44
198 90 38
80 64 94
851 985 79
168 217 41
762 886 33
666 819 51
723 70 22
483 445 61
264 481 67
869 201 63
299 661 21
676 266 54
358 223 73
592 456 99
631 428 42
729 280 20
989 437 25
628 991 81
877 308 30
587 540 47
810 564 11
682 20 9
25 527 45
184 120 46
915 479 79
345 592 93
472 92 29
830 187 25
440 349 23
327 208 81
665 970 51
258 462 81
377 919 72
623 218 74
838 509 55
678 724 54
711 959 55
416 458 20
260 520 32
353 415 67
242 613 28
889 34 82
185 990 28
208 557 24
431 850 99
359 642 80
167 111 58
248 789 93
664 722 56
377 937 72
421 923 1
332 495 20
959 531 0
822 23 65
882 816 48
656 197 40
671 501 12
189 866 34
726 629 51
929 191 22
412 561 31
360 62 77
548 249 1
561 389 19
294 346 78
287 785 67
98 726 22
61 670 71
887 77 5
567 84 81
320 907 20
540 907 48
756 823 79
193 840 69
604 138 10
235 240 13
414 229 54
502 661 29
71 638 88
217 378 55
8 907 57
589 506 59
742 768 13
77 533 71
707 319 31
248 470 94
507 312 44
897 943 42
553 44 21
882 539 1
358 664 58
503 880 65
917 954 18
695 245 37
137 831 83
444 815 48
799 803 27
433 869 88
610 169 53
665 309 70
640 588 58
637 282 93
439 521 69
26 189 13
884 493 28
346 167 69
968 344 60
446 155 31
346 608 53
863 829 48
562 11 66
194 125 95
808 237 52
670 105 32
149 573 87
290 317 81
270 912 38
280 293 44
667 607 11
726 265 44
668 262 19
313 31 24
279 440 52
210 40 84
0 947 46
322 701 11
213 982 53
313 947 89
933 621 90
310 635 11
435 76 24
590 607 29
139 925 2
937 501 84
578 631 16
961 458 59
631 800 62
221 377 2
199 224 46
797 596 11
922 650 37
226 285 85
352 808 67
36 361 33
496 929 49
149 162 44
991 813 94
804 576 55
555 677 51
990 462 70
869 756 1
519 285 7
91 633 5
144 630 28
465 641 58
148 125 12
16 206 33
727 964 75
985 961 14
743 115 66
744 213 7
483 866 7
59 878 73
496 41 31
858 867 9
961 348 14
104 481 26
314 163 80
63 32 20
547 873 86
767 956 31
936 867 48
749 258 55
405 996 13
274 181 23
327 758 43
410 802 56
212 326 37
370 329 3
723 650 83
660 942 94
9 179 74
789 566 25
573 536 25
232 155 47
91 752 70
670 387 17
309 980 92
48 965 27
184 472 24
755 436 51
280 946 26
199 815 36
833 257 41
116 388 26
133 575 47
503 843 15
710 78 85
780 676 89
307 742 96
946 639 26
876 834 38
558 464 71
218 456 43
387 895 63
552 678 35
912 858 48
255 641 19
573 42 9
431 24 94
107 511 58
101 821 50
109 270 3
718 378 70
174 878 13
925 731 61
483 764 76
291 499 8
384 570 79
97 710 85
458 92 93
522 316 82
751 857 38
31 628 63
361 62 58
709 885 88
739 867 45
131 608 95
313 21 25
157 182 95
448 885 69
951 348 90
322 88 24
882 326 50
791 215 68
316 325 29
345 408 32
913 78 89
39 926 54
555 597 47
957 896 69
914 199 44
269 922 17
355 870 29
444 841 50
706 385 55
301 171 32
741 836 69
256 86 66
962 532 92
907 858 33
377 488 68
302 545 65
772 661 1
537 994 28
658 724 71
298 563 97
878 292 69
58 656 73
307 125 13
440 292 55
694 3 62
415 960 83
224 337 19
604 473 38
228 825 33
790 207 10
210 281 42
213 854 55
773 710 4
191 77 68
398 564 93
951 872 48
26 733 19
456 399 79
447 932 64
700 94 6
778 528 38
82 800 62
481 60 68
678 668 49
685 558 94
557 214 81
770 880 19
655 928 28
838 434 6
104 467 57
88 676 37
185 383 18
906 414 90
162 424 72
306 276 67
383 835 77
905 968 0
312 893 81
616 947 38
995 168 79
632 879 25
698 187 8
231 717 77
766 937 79
299 968 12
60 767 22
323 183 82
410 882 85
957 233 63
592 945 8
838 395 0
367 248 73
17 77 12
151 587 67
250 246 62
103 946 69
151 891 73
603 373 26
988 608 7
976 98 92
628 305 87
449 530 85
184 706 35
413 380 69
438 854 67
294 657 50
773 496 93
641 915 59
66 17 70
828 805 65
721 320 33
156 203 90
705 811 60
683 376 2
634 909 46
693 310 90
649 234 32
990 957 82
480 230 35
984 735 42
871 930 79
288 924 88
961 405 76
270 679 73
306 106 47
495 768 53
262 394 18
587 857 66
138 285 73
482 369 88
768 311 36
78 938 68
505 794 84
715 222 51
639 876 40
963 406 33
135 344 68
298 488 0
674 704 10
105 440 50
391 824 61
567 694 56
638 473 76
365 833 18
805 967 51
593 810 34
251 762 6
412 189 84
99 429 30
405 763 46
707 736 64
293 897 15
705 540 84
74 389 64
804 361 10
262 794 76
904 711 41
155 107 10
403 957 20
880 482 29
719 938 82
565 193 92
718 367 60
872 116 85
405 419 72
398 420 43
812 253 54
404 201 31
285 512 40
574 720 6
576 670 20
434 147 5
343 605 77
576 154 14
658 348 72
170 703 48
892 361 48
658 643 26
778 982 12
112 100 53
858 553 64
932 765 88
82 791 62
596 475 78
197 658 46
210 524 53
628 422 56
679 109 69
796 347 84
916 926 57
180 252 12
823 156 94
929 71 32
799 955 49
267 330 38
367 397 49
422 802 41
17 883 40
864 263 54
291 991 63
950 932 66
594 444 33
218 976 74
415 85 73
94 548 45
777 639 91
39 741 51
354 789 67
411 991 30
522 725 38
741 799 70
415 866 41
84 474 45
900 310 78
216 837 77
184 381 29
698 305 8
215 656 76
306 245 23
796 453 3
130 245 54
62 932 40
150 137 24
218 772 29
320 266 2
926 843 97
950 360 24
698 176 99
100 321 51
814 418 69
5 122 30
939 915 66
680 394 23
90 868 95
260 441 78
204 857 59
188 254 8
664 627 68
994 550 36
557 497 79
624 175 67
499 447 9
230 297 88
540 764 63
347 602 93
253 548 41
700 971 71
914 551 64
834 439 70
502 52 75
703 129 18
876 699 43
893 68 22
910 695 39
379 921 4
408 747 84
434 232 39
273 82 88
164 543 37
790 549 41
849 469 75
19 59 40
924 915 51
85 484 3
401 585 79
954 354 7
56 800 44
622 919 10
959 740 95
315 833 27
27 788 17
467 210 90
713 815 24
215 207 5
719 229 14
523 812 5
767 280 92
223 590 30
61 676 0
584 60 95
117 665 14
772 682 20
178 350 68
243 123 41
348 382 13
478 45 51
868 689 87
720 648 78
109 725 45
629 116 50
172 972 6
614 311 97
270 863 25
620 49 79
113 583 47
812 34 75
700 647 29
672 111 43
889 730 30
902 261 78
278 348 66
241 23 30
194 721 43
507 642 38
951 942 86
479 918 59
490 684 7
586 218 34
205 703 96
653 974 12
715 780 49
30 128 34
616 20 68
807 469 36
44 657 42
404 368 69
290 504 62
676 343 82
655 667 84
20 933 48
907 495 52
869 540 56
619 276 13
422 464 40
185 997 88
538 386 97
720 94 60
475 634 15
710 685 58
834 274 38
217 95 86
582 424 19
747 559 12
766 333 44
352 217 73
770 872 7
851 181 82
665 942 51
226 4 9
10 209 51
748 118 92
564 86 76
861 599 55
26 229 29
812 510 61
430 482 78
108 0 2
797 882 54
828 461 9
147 72 42
845 46 31
81 898 10
331 491 71
738 482 71
759 535 60
195 327 52
32 435 89
678 966 59
499 669 40
374 749 7
736 954 92
495 269 50
397 547 80
380 234 81
515 608 90
274 129 6
229 843 85
505 291 18
698 734 97
150 367 47
62 279 73
195 779 70
