1000 5000
827 63 14
596 22 2
142 612 7
532 134 44
812 837 24
125 803 80
712 761 26
381 613 36
490 2 77
812 291 31
273 941 59
796 343 0
895 823 97
46 839 91
269 321 70
335 185 79
395 393 19
682 773 93
738 465 6
807 146 22
953 735 24
315 752 86
510 630 92
123 757 12
140 517 88
132 506 42
509 833 82
497 532 8
38 540 89
101 259 4
210 599 11
846 942 13
745 103 74
701 582 25
413 840 1
708 156 61
100 54 84
937 833 94
132 615 38
534 407 80
330 392 1
716 827 15
859 318 24
631 737 9
746 952 5
911 766 93
121 696 78
167 67 11
887 998 99
308 844 63
708 329 76
668 776 22
140 438 42
63 437 9
290 616 31
105 151 81
274 104 87
950 129 6
44 41 70
489 282 96
202 511 86
925 445 12
337 955 69
220 351 71
399 594 52
643 917 22
61 192 3
32 995 79
608 603 87
547 129 33
584 380 77
859 960 87
343 498 51
520 613 73
618 737 57
720 627 79
14 767 25
208 739 71
268 139 60
455 68 95
674 505 62
942 486 93
191 538 10
508 473 70
943 24 52
683 860 82
645 72 69
979 149 67
710 765 71
798 320 69
985 357 25
778 471 36
904 310 79
747 559 32
580 461 69
360 599 77
676 446 80
680 534 75
342 286 91
664 212 98
935 849 14
871 51 82
961 799 38
286 297 87
765 520 29
641 964 91
417 110 90
502 36 85
155 173 80
224 150 88
363 500 67
839 556 26
560 543 4
557 522 8
121 76 9
495 422 50
399 866 71
746 845 54
882 924 14
699 373 87
454 742 85
188 453 86
564 64 1
292 365 9
509 770 79
244 957 90
10 36 33
431 487 48
382 149 5
607 855 69
858 909 82
954 536 93
702 112 35
437 344 97
826 865 28
432 873 88
682 438 64
529 490 27
961 440 20
713 768 10
30 706 79
372 243 12
62 616 99
235 243 94
640 633 6
715 952 33
909 587 28
94 146 61
987 55 93
953 686 54
941 110 73
629 244 22
988 240 35
735 576 70
644 115 61
839 125 61
992 650 54
113 853 5
476 341 67
630 576 58
247 993 23
12 677 72
93 143 97
799 38 91
936 60 31
103 706 25
513 8 10
258 897 69
799 474 69
690 331 48
140 23 58
781 462 71
325 58 0
246 798 88
514 921 33
729 559 72
538 619 96
444 640 94
418 827 22
758 353 5
274 326 94
23 472 39
104 892 12
169 859 1
630 388 3
660 612 59
240 420 19
694 799 28
182 322 32
144 842 9
994 599 70
56 410 55
195 304 0
177 96 61
191 711 14
524 825 58
228 931 98
261 468 41
20 683 51
236 781 48
653 807 58
941 749 1
444 549 88
757 961 58
74 279 72
991 766 7
778 36 97
142 312 32
421 304 97
947 109 11
179 665 90
358 546 15
474 555 92
741 740 75
657 954 31
328 990 70
583 359 65
279 259 31
25 886 28
890 643 94
834 493 36
272 610 47
385 424 75
717 161 0
222 681 76
80 774 11
283 713 21
708 32 34
725 708 31
553 999 91
859 529 50
895 284 71
616 977 14
811 462 71
11 474 14
237 932 1
865 45 92
128 645 68
295 232 30
608 625 9
692 936 61
265 684 78
516 929 34
788 950 95
817 45 81
803 144 58
573 828 23
942 408 34
569 925 63
680 149 8
6 854 20
944 536 58
757 422 13
916 58 22
898 326 4
810 149 48
962 484 61
256 831 78
715 970 37
731 394 0
748 219 28
355 620 23
561 574 89
647 65 22
603 324 11
73 331 43
140 744 92
356 618 80
956 919 59
574 428 59
635 510 4
3 666 89
318 211 15
37 864 36
439 7 33
529 323 15
231 30 68
111 31 67
934 4 66
28 646 92
890 357 67
106 102 57
989 342 62
655 703 35
762 127 45
317 903 46
739 686 8
109 394 84
744 239 78
488 943 7
675 892 45
98 133 49
902 391 88
936 620 99
439 54 25
815 197 69
265 459 7
799 694 91
177 791 57
437 68 35
863 571 81
81 255 90
652 378 60
132 361 21
554 306 2
612 458 36
506 932 26
252 690 12
899 985 13
419 261 63
392 109 27
655 203 74
461 912 40
921 4 46
864 609 97
980 970 77
150 674 0
58 412 88
428 26 93
0 954 5
353 90 97
87 139 62
173 365 44
150 637 59
42 726 24
